miRNA	target	score	hyb_energy	mir.strt	mir.stp	gene.strt	gene.stp	Type	target_id	target_label	target_type	gene_symbol	mir_start	mir_end	target_start	target_end	coordinate_1	coordinate_2	coordinate_3	coordinate_4	original_coordinate_columns	coordinate_status	coordinate_interpretation	candidate_axis	figure4D_candidate	experimentally_evaluated	experimental_result	notes
miR-135b-5p	SLIT2	294	-27.06	6866	23	150	90 118	mRNA	SLIT2	SLIT2	mRNA	SLIT2	6866	23	150	90 118	6866	23	150	90 118	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	ST8SIA1	142	-14.83	6140	23	1106	157	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	6140	23	1106	157	6140	23	1106	157	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	TMEM200A	149	-15.23	6337	23	1169	611	mRNA	TMEM200A	TMEM200A	mRNA	TMEM200A	6337	23	1169	611	6337	23	1169	611	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	TNC	152	-11.55	6310	23	1582	400	mRNA	TNC	TNC	mRNA	TNC	6310	23	1582	400	6310	23	1582	400	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.	miR-135b-5p / TNC / circLIFR	yes	yes	experimentally evaluated candidate axis; negative or less supportive result	prioritized pro-fibrotic candidate axis from curated integrated IL-4/IL-13 network
miR-140-3p	ARL4C	152	-21.04	66985	21	2765	2297	mRNA	ARL4C	ARL4C	mRNA	ARL4C	66985	21	2765	2297	66985	21	2765	2297	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	CD36	150	-16.6	67527	21	2891	1728	mRNA	CD36	CD36	mRNA	CD36	67527	21	2891	1728	67527	21	2891	1728	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	CEMIP	152	-16.17	66810	21	2852	1848	mRNA	CEMIP	CEMIP	mRNA	CEMIP	66810	21	2852	1848	66810	21	2852	1848	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.	miR-140-3p / CEMIP / circPAPPA	yes	yes	strongest functional support; pursued further	prioritized pro-fibrotic candidate axis from curated integrated IL-4/IL-13 network
miR-140-3p	circPAPPA	147	-18.27	15794	21	1254	342	circRNA	circPAPPA	circPAPPA	circRNA	PAPPA	15794	21	1254	342	15794	21	1254	342	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.	miR-140-3p / CEMIP / circPAPPA	yes	yes	predicted circRNA partner; circPAPPA knockdown not functionally supported if negative result remains confirmed	prioritized pro-fibrotic candidate axis from curated integrated IL-4/IL-13 network
miR-140-3p	CISH	162	-29.44	66987	21	1118	596	mRNA	CISH	CISH	mRNA	CISH	66987	21	1118	596	66987	21	1118	596	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	COBL	144	-22.97	67709	21	2514	783	mRNA	COBL	COBL	mRNA	COBL	67709	21	2514	783	67709	21	2514	783	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	CTTNBP2	281	-36.42	68036	21	3580	1968 2091	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	68036	21	3580	1968 2091	68036	21	3580	1968 2091	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	DMD	147	-15.87	67565	21	269	1	mRNA	DMD	DMD	mRNA	DMD	67565	21	269	1	67565	21	269	1	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	EDNRB	145	-15.72	67185	21	2719	1088	mRNA	EDNRB	EDNRB	mRNA	EDNRB	67185	21	2719	1088	67185	21	2719	1088	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	EGLN3	146	-20.56	66826	21	1664	1084	mRNA	EGLN3	EGLN3	mRNA	EGLN3	66826	21	1664	1084	66826	21	1664	1084	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	KITLG	145	-15.72	67041	21	4426	1678	mRNA	KITLG	KITLG	mRNA	KITLG	67041	21	4426	1678	67041	21	4426	1678	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	KNDC1	147	-19.59	67212	21	2006	1119	mRNA	KNDC1	KNDC1	mRNA	KNDC1	67212	21	2006	1119	67212	21	2006	1119	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	LBH	146	-17.14	67110	21	2407	694	mRNA	LBH	LBH	mRNA	LBH	67110	21	2407	694	67110	21	2407	694	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	LIFR	140	-14.44	66874	21	6632	3327	mRNA	LIFR	LIFR	mRNA	LIFR	66874	21	6632	3327	66874	21	6632	3327	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-140-3p	LIN7A	288	-31.08	69569	21	5207	2486 4635	mRNA	LIN7A	LIN7A	mRNA	LIN7A	69569	21	5207	2486 4635	69569	21	5207	2486 4635	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	NTN1	291	-41.71	66808	21	4032	712 3187	mRNA	NTN1	NTN1	mRNA	NTN1	66808	21	4032	712 3187	66808	21	4032	712 3187	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	PLPP3	144	-15.64	67226	21	1790	1569	mRNA	PLPP3	PLPP3	mRNA	PLPP3	67226	21	1790	1569	67226	21	1790	1569	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	POSTN	154	-27.07	67087	21	742	178	mRNA	POSTN	POSTN	mRNA	POSTN	67087	21	742	178	67087	21	742	178	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	PTPRO	145	-23.08	66924	21	2258	1298	mRNA	PTPRO	PTPRO	mRNA	PTPRO	66924	21	2258	1298	66924	21	2258	1298	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	SLC5A3	151	-18.18	67262	21	8905	8801	mRNA	SLC5A3	SLC5A3	mRNA	SLC5A3	67262	21	8905	8801	67262	21	8905	8801	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	SNPH	286	-43.92	67175	21	3274	2156 2376	mRNA	SNPH	SNPH	mRNA	SNPH	67175	21	3274	2156 2376	67175	21	3274	2156 2376	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-140-3p	ST8SIA1	143	-18.3	66870	21	1106	63	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	66870	21	1106	63	66870	21	1106	63	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	CDH6	148	-14.98	36522	22	5838	1036	mRNA	CDH6	CDH6	mRNA	CDH6	36522	22	5838	1036	36522	22	5838	1036	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	CEMIP	140	-13.21	36445	22	2852	266	mRNA	CEMIP	CEMIP	mRNA	CEMIP	36445	22	2852	266	36445	22	2852	266	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-181a-2-3p	circPAPPA	167	-21.17	8769	22	1254	970	circRNA	circPAPPA	circPAPPA	circRNA	PAPPA	8769	22	1254	970	8769	22	1254	970	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-181a-2-3p	circTNC	154	-19.17	8555	22	4428	1991	circRNA	circTNC	circTNC	circRNA	TNC	8555	22	4428	1991	8555	22	4428	1991	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-181a-2-3p	COBL	158	-15.49	36803	22	737	660	mRNA	COBL	COBL	mRNA	COBL	36803	22	737	660	36803	22	737	660	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	CTTNBP2	306	-37.74	37671	22	3580	1087 821	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	37671	22	3580	1087 821	37671	22	3580	1087 821	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	DMD	150	-14.39	36569	22	2691	1086	mRNA	DMD	DMD	mRNA	DMD	36569	22	2691	1086	36569	22	2691	1086	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	EDNRB	286	-25.5	36820	22	2719	2072 180	mRNA	EDNRB	EDNRB	mRNA	EDNRB	36820	22	2719	2072 180	36820	22	2719	2072 180	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	GALNT15	145	-13.82	38426	22	173	92	mRNA	GALNT15	GALNT15	mRNA	GALNT15	38426	22	173	92	38426	22	173	92	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	ITGB8	141	-14.09	36444	22	5757	2624	mRNA	ITGB8	ITGB8	mRNA	ITGB8	36444	22	5757	2624	36444	22	5757	2624	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	KNDC1	151	-18.95	36603	22	1522	1378	mRNA	KNDC1	KNDC1	mRNA	KNDC1	36603	22	1522	1378	36603	22	1522	1378	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	LBH	147	-19.33	36745	22	2407	244	mRNA	LBH	LBH	mRNA	LBH	36745	22	2407	244	36745	22	2407	244	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	LIN7A	140	-11.48	36506	22	625	1	mRNA	LIN7A	LIN7A	mRNA	LIN7A	36506	22	625	1	36506	22	625	1	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	MORC4	142	-14.27	36727	22	741	595	mRNA	MORC4	MORC4	mRNA	MORC4	36727	22	741	595	36727	22	741	595	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	PTGDR2	151	-20.73	36694	22	1602	1218	mRNA	PTGDR2	PTGDR2	mRNA	PTGDR2	36694	22	1602	1218	36694	22	1602	1218	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	PTGIS	149	-11.89	36465	22	4046	2743	mRNA	PTGIS	PTGIS	mRNA	PTGIS	36465	22	4046	2743	36465	22	4046	2743	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	SLC26A2	145	-16.21	36524	22	5587	384	mRNA	SLC26A2	SLC26A2	mRNA	SLC26A2	36524	22	5587	384	36524	22	5587	384	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	SNPH	145	-14.09	36810	22	3274	2327	mRNA	SNPH	SNPH	mRNA	SNPH	36810	22	3274	2327	36810	22	3274	2327	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-181a-2-3p	ST8SIA1	152	-15.05	36916	22	8161	6958	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	36916	22	8161	6958	36916	22	8161	6958	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	APCDD1L	146	-20.63	42855	23	1689	497	mRNA	APCDD1L	APCDD1L	mRNA	APCDD1L	42855	23	1689	497	42855	23	1689	497	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	ARL4C	144	-13.78	42693	23	2765	500	mRNA	ARL4C	ARL4C	mRNA	ARL4C	42693	23	2765	500	42693	23	2765	500	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	CEMIP	427	-48.7	42518	23	2852	1624 694 144	mRNA	CEMIP	CEMIP	mRNA	CEMIP	42518	23	2852	1624 694 144	42518	23	2852	1624 694 144	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-29b-3p	circTNC	144	-13.97	10143	23	4428	687	circRNA	circTNC	circTNC	circRNA	TNC	10143	23	4428	687	10143	23	4428	687	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-29b-3p	CTTNBP2	149	-15.89	43744	23	3580	296	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	43744	23	3580	296	43744	23	3580	296	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	EDNRB	156	-13.12	42893	23	2719	1243	mRNA	EDNRB	EDNRB	mRNA	EDNRB	42893	23	2719	1243	42893	23	2719	1243	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	IL1RL1	151	-17.76	42715	23	2668	771	mRNA	IL1RL1	IL1RL1	mRNA	IL1RL1	42715	23	2668	771	42715	23	2668	771	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	KITLG	283	-33.06	42749	23	4426	2415 3743	mRNA	KITLG	KITLG	mRNA	KITLG	42749	23	4426	2415 3743	42749	23	4426	2415 3743	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	KLF2	146	-16.5	42546	23	1654	224	mRNA	KLF2	KLF2	mRNA	KLF2	42546	23	1654	224	42546	23	1654	224	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	KNDC1	148	-16.1	42920	23	2006	97	mRNA	KNDC1	KNDC1	mRNA	KNDC1	42920	23	2006	97	42920	23	2006	97	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	LIFR	155	-14.13	42582	23	6632	4646	mRNA	LIFR	LIFR	mRNA	LIFR	42582	23	6632	4646	42582	23	6632	4646	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-29b-3p	LIN7A	298	-38.03	45277	23	5207	4934 4342	mRNA	LIN7A	LIN7A	mRNA	LIN7A	45277	23	5207	4934 4342	45277	23	5207	4934 4342	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	MORC4	158	-17.76	45053	23	1912	479	mRNA	MORC4	MORC4	mRNA	MORC4	45053	23	1912	479	45053	23	1912	479	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	NPBWR1	140	-21.9	47351	23	2840	1932	mRNA	NPBWR1	NPBWR1	mRNA	NPBWR1	47351	23	2840	1932	47351	23	2840	1932	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	NTRK1	149	-16.62	43426	23	1190	720	mRNA	NTRK1	NTRK1	mRNA	NTRK1	43426	23	1190	720	43426	23	1190	720	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	PTPRO	142	-12.91	42632	23	2258	706	mRNA	PTPRO	PTPRO	mRNA	PTPRO	42632	23	2258	706	42632	23	2258	706	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	RGS4	143	-19.73	42786	23	2242	2075	mRNA	RGS4	RGS4	mRNA	RGS4	42786	23	2242	2075	42786	23	2242	2075	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	SLC26A2	140	-16.87	42597	23	5587	4318	mRNA	SLC26A2	SLC26A2	mRNA	SLC26A2	42597	23	5587	4318	42597	23	5587	4318	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	SLC5A3	150	-16.86	42970	23	8905	3102	mRNA	SLC5A3	SLC5A3	mRNA	SLC5A3	42970	23	8905	3102	42970	23	8905	3102	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	SOCS1	140	-13.58	42754	23	426	183	mRNA	SOCS1	SOCS1	mRNA	SOCS1	42754	23	426	183	42754	23	426	183	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
